mtry	AUC
8	0.9056666666666666
17	0.8975
34	0.90525
2	0.9289166666666666
4	0.9303333333333333
8	0.9243333333333333
17	0.9253333333333333
34	0.9265
2	0.9495833333333333
4	0.9440833333333334
8	0.9443333333333334
17	0.9421666666666667
34	0.9423333333333334
2	0.883
4	0.8843333333333333
8	0.8838333333333334
17	0.88525
34	0.8911666666666667
2	0.9216666666666666
4	0.9251666666666667
8	0.9306666666666666
17	0.9286666666666666
34	0.9303333333333333
2	0.8915833333333333
4	0.8956666666666666
8	0.9031666666666667
17	0.9031666666666667
34	0.9055833333333333
2	0.9191666666666667
4	0.9168333333333333
8	0.9193333333333333
17	0.9225833333333333
34	0.9225
2	0.9013333333333333
4	0.91075
8	0.9078333333333334
17	0.9155
34	0.9130833333333334
2	0.9059166666666667
4	0.9035
8	0.9006666666666666
17	0.8989166666666667
34	0.8961666666666667
2	0.9014166666666666
4	0.9105
8	0.9056666666666666
17	0.9065
34	0.9105
2	0.9151666666666667
4	0.9143333333333333
8	0.914
17	0.9141666666666667
34	0.913
2	0.95925
4	0.9438333333333333
8	0.9338333333333333
17	0.9381666666666667
34	0.9375
2	0.9324166666666667
4	0.9281666666666667
8	0.9293333333333333
17	0.9330833333333334
34	0.9323333333333333
2	0.9169166666666667
4	0.9153333333333333
8	0.9055833333333333
17	0.9106666666666666
34	0.9133333333333333
2	0.9548333333333333
4	0.9475
8	0.9431666666666667
17	0.9408333333333333
34	0.9413333333333334
2	0.946
4	0.9441666666666667
8	0.9428333333333333
17	0.938
34	0.9380833333333334
2	0.9205833333333333
4	0.9206666666666666
8	0.9184166666666667
17	0.9179166666666667
34	0.92225
2	0.904
4	0.9098333333333334
8	0.9095
17	0.9100833333333334
34	0.913
2	0.9110833333333334
4	0.908
8	0.9027499999999999
17	0.9066666666666666
34	0.9136666666666666
2	0.9035833333333333
4	0.8995
8	0.903
17	0.9098333333333334
34	0.9095833333333333
2	0.9159166666666667
4	0.9126666666666666
8	0.9121666666666667
17	0.915
34	0.9160833333333334
2	0.9045
4	0.8986666666666666
8	0.9033333333333333
17	0.8931666666666667
34	0.8991666666666667
2	0.9246666666666666
4	0.92425
8	0.927
17	0.9229166666666667
34	0.9271666666666667
2	0.9218333333333333
4	0.9195
8	0.9126666666666666
17	0.9133333333333333
34	0.9165
2	0.9543333333333334
4	0.9436666666666667
8	0.9359166666666666
17	0.9375
34	0.9329166666666666
2	0.8946666666666666
4	0.892
8	0.8875
17	0.8851666666666667
34	0.8851666666666667
2	0.8983333333333333
4	0.899
8	0.9005
17	0.899
34	0.9078333333333334
2	0.8850833333333333
4	0.8848333333333334
8	0.8933333333333333
17	0.8941666666666667
34	0.8965
2	0.9575
4	0.9581666666666666
8	0.959
17	0.9576666666666667
34	0.959
2	0.898
4	0.89525
8	0.9015
17	0.9021666666666667
34	0.899
2	0.9023333333333333
4	0.8956666666666666
8	0.89575
17	0.8961666666666667
34	0.8940833333333333
2	0.9025
4	0.8935833333333333
8	0.9035833333333333
17	0.9103333333333333
34	0.9063333333333333
2	0.9071666666666667
4	0.9006666666666666
8	0.8990833333333333
17	0.9023333333333333
34	0.8973333333333333
2	0.90975
4	0.9106666666666666
8	0.9065833333333333
17	0.9116666666666666
34	0.9065833333333333
2	0.9556666666666667
4	0.9598333333333333
8	0.9526666666666667
17	0.9556666666666667
34	0.9553333333333334
2	0.9093333333333333
4	0.901
8	0.9089166666666667
17	0.90975
34	0.9093333333333333
2	0.9464166666666667
4	0.9446666666666667
8	0.943
17	0.945
34	0.9386666666666666
2	0.9065833333333333
4	0.9095833333333333
8	0.9088333333333334
17	0.9138333333333333
34	0.9126666666666666
2	0.95025
4	0.9485
8	0.9496666666666667
17	0.948
34	0.948
2	0.9575
4	0.9535
8	0.9561666666666666
17	0.9533333333333334
34	0.956
2	0.9455
4	0.9409166666666666
8	0.942
17	0.9435
34	0.9378333333333333
2	0.9124166666666667
4	0.9047499999999999
8	0.9136666666666666
17	0.909
34	0.9141666666666667
2	0.956
4	0.9525
8	0.9516666666666667
17	0.9475
34	0.9478333333333333
2	0.9254166666666667
4	0.9241666666666667
8	0.927
17	0.9233333333333333
34	0.9255
2	0.906
4	0.9075
8	0.9095
17	0.9051666666666667
34	0.9069166666666667
2	0.9283333333333333
4	0.9270833333333334
8	0.92925
17	0.9331666666666667
34	0.9311666666666667
2	0.9253333333333333
4	0.9214166666666667
8	0.9239166666666666
17	0.9248333333333333
34	0.9238333333333333
2	0.912
4	0.90925
8	0.9169166666666667
17	0.9106666666666666
34	0.9150833333333334
2	0.9343333333333333
4	0.9278333333333333
8	0.9208333333333333
17	0.922
34	0.9191666666666667
2	0.9296666666666666
4	0.9300833333333334
8	0.9331666666666667
17	0.9363333333333334
34	0.9381666666666667
2	0.9266666666666666
4	0.9185
8	0.9211666666666667
17	0.924
34	0.921
2	0.9554166666666667
4	0.9540833333333333
8	0.95175
17	0.9516666666666667
34	0.9543333333333334
2	0.9248333333333333
4	0.9253333333333333
8	0.9233333333333333
17	0.9258333333333333
34	0.929
2	0.913
4	0.909
8	0.9108333333333334
17	0.915
34	0.9101666666666667
2	0.9018333333333334
4	0.9115833333333333
8	0.9151666666666667
17	0.9144166666666667
34	0.9159166666666667
2	0.9385833333333333
4	0.9371666666666667
8	0.9365
17	0.93675
34	0.9378333333333333
2	0.9339999999999999
4	0.9374166666666667
8	0.9358333333333333
17	0.9385833333333333
34	0.94375
2	0.9548333333333333
4	0.9521666666666667
8	0.9505
17	0.9488333333333333
34	0.9475
2	0.92125
4	0.9190833333333334
8	0.9183333333333333
17	0.9195
34	0.9198333333333333
2	0.9595
4	0.9611666666666666
8	0.9581666666666666
17	0.9586666666666667
34	0.9618333333333333
2	0.9215
4	0.9185
8	0.92
17	0.9205
34	0.9200833333333334
2	0.9335
4	0.9345
8	0.93475
17	0.94
34	0.9406666666666667
2	0.9068333333333334
4	0.9041666666666667
8	0.9014166666666666
17	0.904
34	0.9051666666666667
2	0.9288333333333333
4	0.9269166666666666
8	0.9198333333333333
17	0.9218333333333333
34	0.9168333333333333
2	0.9098333333333334
4	0.9021666666666667
8	0.9035833333333333
17	0.9016666666666666
34	0.9016666666666666
2	0.9419166666666666
4	0.9421666666666667
8	0.945
17	0.9379166666666666
34	0.9456666666666667
2	0.8998333333333334
4	0.8994166666666666
8	0.905
17	0.9043333333333333
34	0.9141666666666667
2	0.9226666666666666
4	0.9196666666666666
8	0.9195
17	0.9200833333333334
34	0.9198333333333333
2	0.9444166666666667
4	0.9398333333333333
8	0.9366666666666666
17	0.9363333333333334
34	0.9383333333333334
2	0.9429166666666666
4	0.942
8	0.941
17	0.93966666666666665
34	0.945
